search_term,title,abstract,pmid
"""parasitism"" AND ""gene""",Spatial and temporal variation of Antarctic microbial interactions: a study around the west Antarctic Peninsula.,"The west Antarctic Peninsula (WAP) is a region of rapid environmental changes, with regional differences in climate warming along the north-south axis of the peninsula. Along the WAP, Palmer corresponds to a warmer region with lesser sea ice extent in the north compared to Rothera~400km to the south. Comprehensive and comparative, year-round assessments of the WAP microbial community dynamics in coastal surface waters at these two locations are imperative to understand the effects of regional climate warming variations on microbial community dynamics, but this is still lacking. We report on the seasonal diversity, taxonomic overview, as well as predicted inter-and intra-domain causal effects (interactions) of the bacterial and microbial eukaryotic communities close to the Palmer stationand at theRothera time-series site between July 2013 and April 2014. Our 16S- and 18S-rRNA gene amplicon sequencing data showed that across all seasons, both bacteria and microbial eukaryotic communities were considerably different between the two sites which could be attributed to seawater temperature, and sea ice coverage in combination with sea ice type differences. Overall, in terms of biotic drivers, causal-effect modelling suggests that bacteria were stronger drivers of ecosystem dynamics at Palmer, while microbial eukaryotes played a stronger role at Rothera. The parasitic taxa Syndiniales persevered at both sites across the seasons, with Palmer and Rothera harbouring different key groups. Up to 62.3% of the negative causal effects were driven by Syndiniales at Rothera compared to only 13.5% at Palmer, suggesting that parasitism drives community dynamics at Rothera more strongly than at Palmer. Conversely, SAR11 Clade II, which was less abundant but persistent year-round at both sites, was the dominant driver at Palmer, evidenced by many (28.2% and 37.4% of positive and negative effects respectively) strong causal effects. Article note: Kindly check first page article notes are correct. Our research has shed light on the dynamics of microbial community composition and correlative interactions at two sampling locations that represent different climate regimes along the WAP.",39923087
"""parasitism"" AND ""gene""",Macroalgal Biofilm Harbours a Wide Diversity of Parasitic Protists With Distinct Temporal Dynamics.,"Marine macroalgae surfaces create a nutrient-rich environment that promotes the formation of epiphyte biofilms. Biofilms are complex systems that facilitate ecological interactions within the community, yet parasitism remains largely unexplored. This study describes the diversity and temporal dynamics of the microeukaryotic community in the biofilm of Mediterranean macroalgae during summer, focusing on parasitic groups. Protist diversity was assessed using metabarcoding sequencing of the V4 region of the 18S rDNA gene using primers biased against metazoans. The macroalgal biofilm exhibited dynamic shifts in the microeukaryotic community structure associated to three phases of biofilm formation. Each phase was characterised by the dominance of specific eukaryotic and parasitic groups with clear successions between them. Our study revealed a high diversity of parasitic protists from different lineages in the macroalgal biofilm. These parasites can infect a wide variety of hosts, including the basibiont, species within the biofilm (micro- and macrocolonizers), nearby marine hosts and terrestrial organisms. The highest diversity and abundance of parasites were found in the mature phase of the biofilm, where the complexity and stability of the system seem to favour parasitism. The parasite assemblage was dominated by Apicomplexa, with many corresponding to unknown diversity, demonstrating that biofilms are a hotspot of unknown parasitic interactions. These parasites could potentially affect the dynamics of these communities and facilitate ecological interactions between the biofilm and surrounding organisms, suggesting that parasitism play a key, but still unexplored role, in shaping complex marine biofilms network.",39906988
"""parasitism"" AND ""gene""",Comparative transcriptomics reveal stage-dependent parasitic adaptations in the myxozoan Sphaerospora molnari.,"Parasitism as a life strategy has independently evolved multiple times within the eukaryotic tree of life. Each lineage has developed mechanisms to invade hosts, exploit resources, and ensure replication, but our knowledge of survival mechanisms in many parasitic taxa remain extremely limited. One such group is the Myxozoa, which are obligate, dixenous cnidarians. Evidence suggests that myxozoans evolved from free-living ancestors to endoparasites around 600million years ago and are likely one of the first metazoan parasites on Earth. Some myxozoans pose significant threats to farmed and wild fish populations, negatively impacting aquaculture and fish stocks; one such example is Sphaerospora molnari, which forms spores in the gills of common carp (Cyprinus carpio), disrupting gill epithelia and causing somatic and respiratory failure. Sphaerospora molnari undergoes sequential development in different organs of its host, with large numbers of morphologically distinct stages occurring in the blood, liver, and gills of carp. We hypothesize that these parasite life-stages differ in regards to their host exploitation, pathogenicity, and host immune evasion strategies and mechanisms. We performed stage-specific transcriptomic profiling to identify differentially expressed key functional gene groups that relate to these functions and provide a fundamental understanding of the mechanisms S. molnari uses to optimize its parasitic lifestyle. We aimed to identify genes that are likely related to parasite pathogenicity and host cell exploitation mechanisms, and we hypothesize that genes unique to S. molnari might be indicative of evolutionary innovations and specific adaptations to host environments. We used parasite isolation protocols and comparative transcriptomics to study early proliferative and spore-forming stages of S. molnari, unveiling variation in gene expression between each stage. We discovered several apparent innovations in the S. molnari transcriptome, including proteins that are likely to function in the uptake of previously unknown key nutrients, immune evasion factors that may contribute to long-term survival in hosts, and proteins that likely improve adhesion to host cells that may have arisen from horizontal gene transfer. Notably, we identified genes that are similar to known virulence factors in other parasitic organisms, particularly blood and intestinal parasites like Plasmodium, Trypanosoma, and Giardia. Many of these genes are absent in published cnidarian and myxozoan datasets and appear to be specific to S. molnari; they may therefore represent potential innovations enabling Sphaerospora to exploit the host's blood system. In order to address the threat posed by myxozoans to both cultured fish species and wild stocks, it is imperative to deepen our understanding of their genetics. Sphaerospora molnari offers an appealing model for stage-specific transcriptomic profiling and for identifying differentially expressed key functional gene groups related to parasite development. We identified genes that are thus far unique to S. molnari, which reveal their evolutionary novelty and likely role as adaptations to specific host niches. In addition, we describe the pathogenicity-associated genetic toolbox of S. molnari and discuss the implications of our discoveries for disease control by shedding light on specific targets for potential intervention strategies.",39901063
"""parasitism"" AND ""gene""",Integrative multi-omics analysis reveals the translational landscape of the plant-parasitic nematode Meloidogyne incognita.,"Root-knot nematodes (RKNs) of the genus Meloidogyne pose the most significant threats to global food security due to their destructive nature as plant-parasitic nematodes. Although significant attention has been devoted to investigating the gene transcription profiling of RKNs, our understanding of the translational landscape of RKNs remains limited. In this study, we elucidated the translational landscape of Meloidogyne incognita through the integration of translatome, transcriptome and quantitative proteome analyses. Our findings revealed numerous previously unannotated translation events and refined the genome annotation. By investigating the genome-wide translational dynamics of M. incognita during parasitism, we revealed that the genes of M. incognita undergo parasitic stage-specific regulation at the translational level. Interestingly, we identified 470 micropeptides (containing fewer than 100 amino acids) with the potential to function as effectors. Additionally, we observed that the effector-coding genes in M. incognita exhibit higher translation efficiency (TE). Further analysis suggests that M. incognita has the potential to regulate the TE of effector-coding genes without simultaneous alterations in their transcript abundance, facilitating effector synthesis. Collectively, our study provides comprehensive datasets and explores the genome-wide translational landscape of M. incognita, shedding light on the contributions of translational regulation during parasitism.",39875506
"""parasitism"" AND ""gene""",The protist community of the oligotrophic waters of the Gulf of Mexico is distinctly shaped by depth-specific physicochemical conditions during the warm season.,"Marine protists are key components of biogeochemical cycles and microbial food webs, which respond quickly to environmental factors. In the Gulf of Mexico (GoM), the Loop Current intensifies in summer and supplies the gulf with warm and oligotrophic waters. However, the cyclonic eddies within the GoM create favorable conditions for biological productivity by bringing nutrient-rich water to the subsurface layer. In this study, we investigated the response of the protist community to the regional physicochemical conditions, its spatial and temporal variability, the influence of mesoscale structures, and its ecological roles in the mixed layer (ML) and deep chlorophyll maximum (DCM). This is the first study to conduct a V9-18S rRNA gene survey for this community in the Mexican Exclusive Economic Zone of the GoM. The regional distribution, temporal changes, and mesoscale structures significantly affected the structure of the protist community in the ML. In contrast, only mesoscale structures significantly affected the protist community in the DCM. Different protist assemblages were also present between the ML and DCM, with the Alveolata representing 60% of the community in both layers, followed by haptophytes and MAST (Marine Stramenopiles) in the ML; pelagophytes and radiolarians were the more prevalent taxa in the DCM. Finally, co-occurrence analyses revealed that competition, parasitism, and predation were the potential interactions shaping these communities at both depths.",39875193
"""parasitism"" AND ""gene""",Reconstructing NOD-like receptor alleles with high internal conservation in <i>Podospora anserina</i> using long-read sequencing.,"NOD-like receptors (NLRs) are intracellular immune receptors that detect pathogen-associated cues and trigger defense mechanisms, including regulated cell death. In filamentous fungi, some NLRs mediate heterokaryon incompatibility, a self/non-self recognition process that prevents the vegetative fusion of genetically distinct individuals, reducing the risk of parasitism. The <i>het-d</i> and <i>het-e</i> NLRs in <i>Podospora anserina</i> are highly polymorphic incompatibility genes (<i>het</i> genes) whose products recognize different alleles of the <i>het-c</i> gene via a sensor domain composed of WD40 repeats. These repeats display unusually high sequence identity maintained by concerted evolution. However, some sites within individual repeats are hypervariable and under diversifying selection. Despite extensive genetic studies, inconsistencies in the reported WD40 domain sequence have hindered functional and evolutionary analyses. Here we demonstrate that the WD40 domain can be accurately reconstructed from long-read sequencing (Oxford Nanopore and PacBio) data, but not from Illumina-based assemblies. Functional alleles are usually formed by 11 highly conserved repeats, with different repeat combinations underlying the same phenotypic <i>het-d</i> and <i>het-e</i> incompatibility reactions. Protein structure models suggest that their WD40 domain folds into two 7-blade -propellers composed of the highly conserved repeats, as well as three cryptic divergent repeats at the C-terminus. We additionally show that one particular <i>het-e</i> allele does not have an incompatibility reaction with common <i>het-c</i> alleles, despite being 11-repeats long. Our findings provide a robust foundation for future research into the molecular mechanisms and evolutionary dynamics of <i>het</i> NLRs, while also highlighting both the fragility and the flexibility of <i></i>-propellers as immune sensor domains.",39868110
"""parasitism"" AND ""gene""",RNAi-based biocontrol for crops: a revised expectation for a non-recent technology.,"The exogenous application of RNAi technology offers new promises for crops improvement. Cell-based or synthetically produced strands are economical, non-transgenic and could induce the same responses. The substantial population growth demands novel strategies to produce crops without further damaging the environment. RNA interference mechanism is one of the promising technologies to biologically control pests and pathogens in crops, suppressing them by cancelling protein synthesis related to parasitism/pathogenesis. The transgenic approach to generate host-induced gene silencing demonstrated high efficacy in controlling pests or pathogens by RNAi mechanism. However, transgenic technology is tightly regulated and still negatively perceived by global consumers. This review presents the basic biology of small RNA, the main actor of the RNAi mechanism, and tested non-transgenic approaches to induce RNAi exogenously. Novel avenues are offered by the discovery of cross-kingdom RNAi, that naturally, plants also deliver small RNA to suppress the growth of their threats. Future applications of non-transgenic RNAi-based biocontrol will involve the production of dsRNA on an industrial scale. Here, the attempts to provide dsRNA for routine application in farms are also discussed, emphasizing that the technology must be accessible by the countries with the greatest population which mostly are poorer ones.",39862243
"""parasitism"" AND ""gene""",Nymphal feeding suppresses oviposition-induced indirect plant defense in rice.,"Feeding and oviposition by phytophagous insects are both known to trigger defenses in plants. Whether these two defenses functionally interact remains poorly studied, although these interactions are likely important for pests with overlapping generations. Here we investigated the differences and interaction between feeding- and oviposition-induced plant defenses triggered by the brown planthopper (BPH, Nilaparvata lugens), which gregariously feeds and oviposits on rice. Analyses of host-plant transcriptomes, phytohormones, and direct and indirect defense compounds all show that BPH gravid females (GFs), but not nymphs and non-gravid females (NFs), strongly induce rice defenses. BPH nymphs and GFs prefer to feed on plants previously infested by nymphs over un-attacked plants, but are repelled by plants previously infested by GFs. Moreover, nymph feeding is found to reduce the attractiveness of rice plants to natural enemies and decrease egg parasitism by suppressing GF-induced volatiles that mediate indirect defenses in both growth chambers and paddies. Intergenerational interactions between oviposition- and feeding-induced plant defenses not only promote the development of the population of pest insects but may also contribute to the aggregation behavior of pest insects by suppressing oviposition-induced indirect plant defenses.",39779696
"""parasitism"" AND ""gene""","Revealing the Dynamic History of Parasitic Plant Plastomes via Structural Characterization, Comparative Analysis, and Phylogenomics.","<b>Background:</b> The shift to a parasitic lifestyle in plants often leaves distinct marks on their plastid genomes, given the central role plastids play in photosynthesis. Studying these unique adaptations in parasitic plants is essential for understanding the mechanisms and evolutionary patterns driving plastome reduction in angiosperms. By exploring these changes, we can gain deeper insights into how parasitism reshapes the genomic architecture of plants. <b>Method:</b> This study analyzed and compared the plastomes of 113 parasitic plants from different families. <b>Results:</b> The Orobanchaceae family (hemiparasitic plants) displayed the largest plastome size, while Apodanthaceae exhibited the shortest. Additionally, Orobanchaceae showcased little to no gene loss in their plastomes. However, holoparasitic species typically had reduced plastome sizes. Convolvulaceae exhibited significantly reduced plastome sizes due to high gene loss, and Apodanthaceae retained only a few genes. Gene divergence among different families was also investigated, and <i>rps15, rps18,</i> and <i>rpl33</i> in Orobanchaceae; <i>acc</i>D and <i>ycf1</i> in Convolvulaceae; <i>atp</i>F and <i>ccs</i>A <i>i</i>n Loranthaceae; and <i>rpl32</i> in Santalaceae showed greater divergence. Additionally, Orobanchaceae had the highest numbers of all repeat types, whereas Loranthaceae and Convolvulaceae exhibited the lowest repeat numbers. Similarly, more simple sequence repeats were reported in Loranthaceae and Santalaceae. Our phylogenetic analysis also uncovered a distinct clade comprising Loranthaceae, with a single Schoepfiaceae species clustering nearby. Contrary to expectations, parasitic and hemiparasitic plants formed mixed groupings instead of segregating into separate clades. <b>Conclusions:</b> These findings offer insights into parasitic plants' evolutionary relationships, revealing shared and divergent genomic features across diverse lineages.",39766844
"""parasitism"" AND ""gene""",Metabolism and immune responses of striped hamsters to ectoparasite challenges: insights from transcriptomic analysis.,"The striped hamster, often parasitized by ectoparasites in nature, is an ideal model for studying host-ectoparasite molecular interactions. Investigating the response to ectoparasites under laboratory conditions helps elucidate the mechanism of host adaptations to ectoparasite pressure. Using transcriptome sequencing, we analyzed gene expression in striped hamsters after short-term (3 days) and long-term (28 days) flea (<i>Xenopsylla cheopis</i>) parasitism. Differentially expressed genes (DEGs) were identified and subjected to Gene Ontology (GO) and Kyoto Encyclopedia of Genes and Genomes (KEGG) enrichment analyses. Hub genes were pinpointed using protein-protein interaction (PPI) network analysis and the MCODE in Cytoscape. Gene Set Enrichment Analysis (GSEA) was used to further clarify the functional pathways of these hub genes. Validation of DEGs was performed via RT-qPCR. Additionally, the concentrations of reactive oxygen species (ROS), superoxide dismutase (SOD), glutathione peroxidase (GSH-Px) and catalase (CAT) were determined using specific enzyme-linked immunosorbent assay (ELISA) detection kits for hamsters. GO analysis revealed that during early parasitism, hosts primarily responded to the ectoparasites by adjusting the expression of genes related to metabolic functions. As parasitism persisted, the immune response became prominent, activating various immune pathways against ectoparasites. KEGG analysis confirmed the ongoing roles of metabolism and immunity. Notably, the chemical carcinogenesis - reactive oxygen species pathway was upregulated during flea parasitism, with downregulation of hub genes ATP5MC1 and ATP5MC2, highlighting the importance of mitochondrial function in oxidative stress. ELISA findings revealed that on day 3, flea parasitism groups showed elevated ROS expression and reduced SOD and CAT levels compared to the control group. By day 28, only SOD expression showed a significant decrease in both parasitism groups. This study uncovered the dynamic changes in metabolism and immune responses of striped hamsters parasitized by <i>Xenopsylla cheopis</i>. Hosts adjust their physiological and immune states to optimize survival strategies during different ectoparasite stages, enhancing our understanding of host-ectoparasite interactions. This also paves the way for further research into how hosts regulate complex biological processes in response to ectoparasite challenges.",39723213
"""parasitism"" AND ""gene""",EXPLORING DIFFERENTIAL GENE EXPRESSION PROFILES OF DERO (ALLODERO) HYLAE IN THEIR PARASITIC AND FREE-LIVING FORMS.,"Parasitism is ubiquitous, yet little is known about the evolutionary mechanisms that lead to a parasitic lifestyle. Facultative parasites can switch between free-living and parasitic lifestyles, which may provide an opportunity for researchers to study the genetic mechanisms underlying a transition to parasitism. The oligochaete Dero (Allodero) hylae is a facultative parasite commonly found within the ureter of various anuran species, such as the Cuban tree frog (Osteopilus septentrionalis). The Dero hylae worm passes into the frog's cloaca, where it then infects the ureter. In the ureter, the worm loses its free-living characteristics such as hair setae, dorsal setae, a digestive tract, and fossa with gills as it transitions to a parasitic lifestyle. The parasite may be expelled from its host during urination, and when this occurs the worm will reacquire its free-living characteristics. The focus of this study was to compare the differential gene expression profiles observed when this rapid morphological change takes place. Specimens of D. hylae were extracted from wild Cuban tree frogs and either flash-frozen to capture the parasitic RNA gene expression profile or cultured for 2 wk and allowed to metamorphose to their free-living stage and then flash-frozen. The extracted RNA was used for de novo transcriptome assembly, and we conducted a differential gene expression analysis using an RNA Tag-Seq approach for both the free-living and parasitic life forms. Based on these results, we identified 213 differentially expressed transcripts between the 2 developmental forms, with 190 of these up-regulated in the free-living life form. Although over half of the differential genes recovered did not result in any significant BLAST hits, many of these genes did provide insight into which molecular signals are potentially used after the parasite transforms into the free-living form. This analysis provides significant insight into differentially expressed transcripts associated with the drastic morphological changes observed in this rare case of oligochaete parasitism by D. hylae encompassing both free-living and parasitic forms.",39701158
"""parasitism"" AND ""gene""",Intra-individual polymorphisms in the mitochondrial COI gene of tick-killing Ixodiphagus wasps parasitizing Haemaphysalis flava ticks.,"Ixodid ticks are significant vectors of pathogens affecting both humans and animals. Biological control with natural enemies represents a sustainable tool for managing ticks. However, there is a substantial lack of knowledge about the natural enemies of ticks. Wasps of the genus Ixodiphagus (Encyrtidae) are currently the only known tick-specific parasitoids. While these wasps have been sporadically recorded worldwide, their presence in Eastern Asia is poorly documented. In this study, we investigated the occurrence of Ixodiphagus wasps in field-collected ticks reared on rabbits under laboratory conditions. Ticks were collected from the Hokkaido, Hokuriku, Chugoku, Shikoku, and Kyushu regions in Japan. Out of 1,933 Haemaphysalis ticks infested on rabbits, adult wasps emerged from 15 engorged ticks. All the ticks from which wasps emerged were morphologically and molecularly identified as Haemaphysalis flava. Additionally, wasp DNA was detected in unfed H. flava nymphs using a newly designed Ixodiphagus-specific PCR assay. Among nine experimental sites in the Chugoku region, Ixodiphagus wasps were detected at three sites, with parasitism rates ranging from 1.8 % to 8.1 %. Finally, the mitochondrial COI gene sequences of four wasp and two tick samples were characterized using shotgun sequencing, direct sequencing, and in-fusion cloning approaches. Multiple intra-individual polymorphisms were observed in all the tested samples. Further studies are needed to investigate the relationship between Ixodiphagus wasps and Ixodid ticks. An increased understanding of these parasitoid wasps could contribute to future biological control measures against ticks.",39694398
"""parasitism"" AND ""gene""",The telomere-to-telomere (T2T) genome provides insights into the evolution of specialized centromere sequences in sandalwood.,"Sandalwood, a prized hemiparasitic plant, is highly sought in the commercial market because of its aromatic core materia. The structure and stability of the genome are instrumental in the rapid adaptation of parasitic plants to their surroundings. However, there is a conspicuous lack of research on the genomic-level adaptive evolution of sandalwood. In this study, we assembled a gap-free telomere-to-telomere (T2T) reference genome for Santalum album using PacBio HiFi, Hi-C, and ultra-long ONT data. The T2T reference genome (Sal_t2t) encompassed annotations of 24,171 genes and 25.34% repetitive sequences, in addition to all 10 centromeres and 20 telomeres across the 10 chromosomes. The results revealed that the 3 distinct parasitic species of Santalales had diverse centromeric compositions. The Copia-type long terminal repeat transposon emerged as the most significant in the S. album genome, constituting the primary sequence of the centromere and influencing gene expression. Third, in sandalwood, the presence of Copia affected the size of the centromeres and, consequently, the genome size. Identification of the sandalwood T2T genome in this study also enabled the identification of more precise organelle transfer fragments. Our research provides a sandalwood T2T genome, laying the groundwork for future investigations on the evolution of energy organs in parasitic plants. Moreover, it offers novel insights into the function and evolution of centromeres, as well as the mechanisms of adaptation and parasitism.",39661724
"""parasitism"" AND ""gene""",Cell Wall Dynamics in the Parasitic Plant (<i>Striga</i>) and Rice Pathosystem.,"In the plant-plant pathosystem of rice (<i>Oryza sativa</i>) and the parasitic plant <i>Striga hermonthica</i>, cell walls from either plant are important defensive and offensive structures. Here, we reveal the cell wall dynamics in both <i>Striga</i> and rice using simultaneous RNA sequencing. We used weighted gene co-expression network analysis to home in on cell wall modification processes occurring in interactions with a resistant rice cultivar (Nipponbare) compared with a susceptible one (IAC 165). Likewise, we compared the cell wall dynamics in <i>Striga</i> infecting resistant and susceptible rice. Our study revealed an intense battlement at the <i>Striga-</i>rice cell walls involving both parasite (offense) and host (defense) factors, the outcome of which makes the difference between successful or failed parasitism. <i>Striga</i> activates genes encoding cell wall-degrading enzymes to gain access to the host, expansins to allow for cell elongation, and pectin methyl esterase inhibitors for rigidity during infection. In the susceptible host, immune response processes are not induced, and <i>Striga</i>-derived cell wall-degrading enzymes easily breach the host cell wall, resulting in successful parasitism. In contrast, the resistant host invokes immune responses modulated by phytohormones to fortify the cell wall through polysaccharides and lignin deposition. Through these processes, the cell wall of the resistant host successfully obstructs parasite entry. We discuss the implications of these findings in the context of practical agriculture in which cell wall modification can be used to manage parasitic plants. [Formula: see text] Copyright  2025 The Author(s). This is an open access article distributed under the CC BY-NC-ND 4.0 International license.",39636280
"""parasitism"" AND ""gene""",Preclinical evaluation of immunogenicity and protective efficacy of a recombinant chimeric protein vaccine against visceral leishmaniasis.,"Visceral leishmaniasis (VL) is a tropical disease that can be fatal if acute and untreated. Diagnosis is difficult, the treatment is toxic and prophylactic vaccines do not exist. <i>Leishmania</i> parasites express hundreds of proteins and several of them are relevant for the host's immune system. In this context, in the present study, 10 specific T-cell epitopes from 5 parasite proteins, which were identified by antibodies in VL patients sera, were selected and used to construct a gene codifying the new chimeric protein called rCHI. The rCHI vaccine was developed and thoroughly evaluated for its potential effectiveness against <i>Leishmania infantum</i> infection. We used monophosphoryl lipid A (MPLA) and polymeric micelles (Mic) as adjuvant and/or delivery system. The results demonstrated that both rCHI/MPLA and rCHI/Mic significantly stimulate an antileishmanial Th1-type cellular response, with higher production of IFN-<i></i>, TNF-<i></i>, IL-12 and nitrite in vaccinated animals, and this response was sustained after challenge. In addition, these mice significantly reduced the parasitism in internal organs and increased the production of IgG2a isotype antibodies. <i>In vivo</i> and <i>in vitro</i> toxicity showed that rCHI is safe for the mammalians, and the recombinant protein also induced <i>in vitro</i> lymphoproliferative response and production of Th1-type cytokines by human cells, which were collected from healthy subjects and treated VL patients. These data suggest rCHI plus MPLA or micelles could be considered as a vaccine candidate against VL.",39604215
"""parasitism"" AND ""gene""",Recombinant SAG2A Protein from <i>Toxoplasma gondii</i> Modulates Immune Profile and Induces Metabolic Changes Associated with Reduced Tachyzoite Infection in Peritoneal Exudate Cells from Susceptible C57BL/6 Mice.,"Toxoplasmosis is a neglected disease that represents a significant public health problem. The antigenic profile of <i>T. gondii</i> is complex, and the immune response can lead to either susceptibility or resistance. Some antigens, such as surface antigen glycoprotein (SAG), are expressed on the surface of tachyzoite stages and interact with the host immune cells. In this study, we investigated the potential of the recombinant SAG2A protein of <i>T. gondii</i> to control parasitism and modulate the immune response in the peritoneal exudate cells (PECs) of both susceptible (C57BL/6) and resistant (BALB/c) mice using an in vitro infection model, gene expression, proteomic analysis, and bioinformatic tools. Our results showed that rSAG2A-treated PECs presented a lower parasitism in C57BL/6 mice but not in the PECs from BALB/c mice, and induced a pro-inflammatory cytokine profile in C57BL/6 mice (<i>iNOS</i>, <i>TNF-</i>, and <i>IL-6</i>). rSAG2A modulated different exclusive proteins in each mouse lineage, with PECs from the C57BL/6 mice being more sensitive to modulation by rSAG2A. Additionally, biological processes crucial to parasite survival and immune response were modulated by rSAG2A in the C57BL/6 PECs, including fatty acid beta-oxidation, reactive oxygen species metabolism, interferon production, and cytokine-mediated signaling pathways. Together, our study indicates that rSAG2A controls <i>T. gondii</i> parasitism in susceptible C57BL/6 PECs through the modulation of pro-inflammatory cytokines and enhanced expression of proteins involved in the cytotoxic response.",39597754
"""parasitism"" AND ""gene""",Bioinformatics analysis of the Microsporidia sp. MB genome: a malaria transmission-blocking symbiont of the Anopheles arabiensis mosquito.,"The use of microsporidia as a disease-transmission-blocking tool has garnered significant attention. Microsporidia sp. MB, known for its ability to block malaria development in mosquitoes, is an optimal candidate for supplementing malaria vector control methods. This symbiont, found in Anopheles mosquitoes, can be transmitted both vertically and horizontally with minimal effects on its mosquito host. Its genome, recently sequenced from An. arabiensis, comprises a compact 5.9 Mbp. Here, we analyze the Microsporidia sp. MB genome, highlighting its major genomic features, gene content, and protein function. The genome contains 2247 genes, predominantly encoding enzymes. Unlike other members of the Enterocytozoonida group, Microsporidia sp. MB has retained most of the genes in the glycolytic pathway. Genes involved in RNA interference (RNAi) were also identified, suggesting a mechanism for host immune suppression. Importantly, meiosis-related genes (MRG) were detected, indicating potential for sexual reproduction in this organism. Comparative analyses revealed similarities with its closest relative, Vittaforma corneae, despite key differences in host interactions. This study provides an in-depth analysis of the newly sequenced Microsporidia sp. MB genome, uncovering its unique adaptations for intracellular parasitism, including retention of essential metabolic pathways and RNAi machinery. The identification of MRGs suggests the possibility of sexual reproduction, offering insights into the symbiont's evolutionary strategies. Establishing a reference genome for Microsporidia sp. MB sets the foundation for future studies on its role in malaria transmission dynamics and host-parasite interactions.",39578727
"""parasitism"" AND ""gene""",Beyond genes-for-behaviour: The potential for genomics to resolve long-standing questions in avian brood parasitism.,"Behavioural ecology by definition of its founding 'Tinbergian framework' is an integrative field, however, it lags behind in incorporating genomic methods. 'Finding the gene/s for a behaviour' is still rarely feasible or cost-effective in the wild but as we show here, genomic data can be used to address broader questions. Here we use avian brood parasitism, a model system in behavioural ecology as a case study to highlight how behavioural ecologists could use the full potential of state-of-the-art genomic tools. Brood parasite-host interactions are one of the most easily observable and amenable natural laboratories of antagonistic coevolution, and as such have intrigued evolutionary biologists for decades. Using worked examples, we demonstrate how genomic data can be used to study the causes and mechanisms of (co)evolutionary adaptation and answer three key questions for the field: (i) Where and when should brood parasitism evolve?, (ii) When and how should hosts defend?, and (iii) Will coevolution persist with ecological change? In doing so, we discuss how behavioural and molecular ecologists can collaborate to integrate Tinbergen's questions and achieve the coherent science that he promoted to solve the mysteries of nature.",39575141
"""parasitism"" AND ""gene""",Regulation and Functions of Long Noncoding RNAs During <i>Meloidogyne incognita</i> Parasitism of Tomato.,"Long noncoding RNAs (lncRNAs) are emerging as important regulators of various aspects of immune response and plant-pathogen interactions. However, the regulatory function of lncRNAs during plant-nematode interaction remains largely elusive. In this study, we investigated the differential regulation and function of lncRNAs during two different stages of tomato infection by the root-knot nematode <i>Meloidogyne incognita</i>. At the early stage of infection, 2,218 and 2,827 lncRNAs were regulated locally in the <i>M. incognita</i>-induced galls and systemically in the neighboring root cells, respectively. However, at the later stage of infection, the number of <i>M. incognita</i>-regulated lncRNAs was dramatically reduced, with only 49 lncRNAs being identified as differentially expressed. Differentially expressed lncRNAs were predicted to encode peptides with functionally annotated domains, providing insights into the potential roles of these peptides in regulating gene expression, RNA stability and splicing, and protein-protein-interactions. Among the differentially expressed lncRNAs, 55 were found to contain putative binding sites for 56 microRNAs (miRNAs). Overexpressing five of these lncRNAs significantly increased tomato resistance to <i>M. incognita</i>, supporting the functional importance of lncRNAs for establishing tomato-<i>M. incognita</i> interaction. Functional analysis of the target mimicry of lncRNAs towards miRNAs resulted in the identification of two novel regulatory modules involving miR47 and miR156e-5p and their targeted genes that regulate tomato responses to <i>M. incognita</i> parasitism. Taken together, our data provide novel insights into the transcriptional and posttranscriptional regulatory functions of lncRNA and open a new avenue to engineer crop plants with enhanced nematode resistance by leveraging the regulatory potential of lncRNAs. [Formula: see text] Copyright  2025 The Author(s). This is an open access article distributed under the CC BY-NC-ND 4.0 International license.",39561195
"""parasitism"" AND ""gene""","Exploring winter diet, gut microbiota and parasitism in caribou using multi-marker metabarcoding of fecal DNA.","In conservation strategies, getting precise and repeatable information on the species' diet and health without relying on invasive or laborious methods is challenging. Here, we developed an efficient and non-invasive workflow for the sequencing and analysis of four taxonomic markers from fecal DNA to characterize the gut microbiota, parasites, and plants and lichens composing the winter diet of caribou (Rangifer tarandus), Canada's most iconic endangered species. Sequencing of the 18S rRNA gene of eukaryotes from seven locations in Manitoba and Saskatchewan, Canada, allowed for the detection of five genera of parasites in caribou feces (including Nematodirella and Parelaphostrongylus) with variable frequency of occurrence depending on sampling location and sex. Our workflow also revealed a rich winter plant and lichen diet in caribou, with respectively 29 and 18 genera identified across all samples through plant and fungal ITS2 sequencing. Relationships between the gut microbiota and both the diet and parasite richness were also identified. Of note, the Central Saskatchewan sampling location was characterized by a clearly distinct gut microbiota which could be linked to an epiphytic lichen-rich diet. Overall, our results showed the potential of this multi-marker DNA metabarcoding workflow as an efficient tool to provide insights into the species biology and ecology.",39543233
